trip_id;numero_train;destination;stop_sequence;gare;arrival_time;departure_time;derniere_maj;heure_detection_fin_trajet;arrival_delay_min;departure_delay_min
OCESN8072F1187_F:OUI:FR:Line::18B0FAF0-44B1-4D0A-A8AD-2E32B7602EAD::87471003:87391003:5:745:20261119;;8072;-1;Rennes;;2026-08-25 05:33:00;2026-08-25 07:50:42;2026-08-25 07:55:35;;0
OCESN8072F1187_F:OUI:FR:Line::18B0FAF0-44B1-4D0A-A8AD-2E32B7602EAD::87471003:87391003:5:745:20261119;;8072;-1;Le Mans;2026-08-25 06:50:00;2026-08-25 06:53:00;2026-08-25 07:50:42;2026-08-25 07:55:35;5;5
OCESN8072F1187_F:OUI:FR:Line::18B0FAF0-44B1-4D0A-A8AD-2E32B7602EAD::87471003:87391003:5:745:20261119;;8072;-1;Paris Montparnasse Hall 1 - 2;2026-08-25 07:45:00;;2026-08-25 07:50:42;2026-08-25 07:55:35;0;
OCESN8370F1187_F:OUI:FR:Line::1C59DA64-5D12-4600-9092-4E99FCBFAC7A::87485003:87391003:6:840:20261212;;8370;-1;La Rochelle;;2026-08-25 05:39:00;2026-08-25 08:50:42;2026-08-25 08:55:33;;0
OCESN8370F1187_F:OUI:FR:Line::1C59DA64-5D12-4600-9092-4E99FCBFAC7A::87485003:87391003:6:840:20261212;;8370;-1;Poitiers;2026-08-25 07:13:00;2026-08-25 07:19:00;2026-08-25 08:50:42;2026-08-25 08:55:33;5;5
OCESN8370F1187_F:OUI:FR:Line::1C59DA64-5D12-4600-9092-4E99FCBFAC7A::87485003:87391003:6:840:20261212;;8370;-1;Paris Montparnasse Hall 1 - 2;2026-08-25 08:50:00;;2026-08-25 08:50:42;2026-08-25 08:55:33;10;
OCESN8480F1187_F:OUI:FR:Line::145aae45-17eb-45b5-b5b4-facb8b6490f3::87581009:87391003:5:840:20260912;;8480;-1;Bordeaux Saint-Jean;;2026-08-25 05:18:00;2026-08-25 08:50:42;2026-08-25 08:55:33;;0
OCESN8480F1187_F:OUI:FR:Line::145aae45-17eb-45b5-b5b4-facb8b6490f3::87581009:87391003:5:840:20260912;;8480;-1;Angoulême;2026-08-25 06:22:00;2026-08-25 06:25:00;2026-08-25 08:50:42;2026-08-25 08:55:33;0;0
OCESN8480F1187_F:OUI:FR:Line::145aae45-17eb-45b5-b5b4-facb8b6490f3::87581009:87391003:5:840:20260912;;8480;-1;Poitiers;2026-08-25 07:09:00;2026-08-25 07:19:00;2026-08-25 08:50:42;2026-08-25 08:55:33;5;5
OCESN8480F1187_F:OUI:FR:Line::145aae45-17eb-45b5-b5b4-facb8b6490f3::87581009:87391003:5:840:20260912;;8480;-1;Paris Montparnasse Hall 1 - 2;2026-08-25 08:50:00;;2026-08-25 08:50:42;2026-08-25 08:55:33;10;
OCESN8082F1187_F:OUI:FR:Line::18B0FAF0-44B1-4D0A-A8AD-2E32B7602EAD::87478107:87391003:6:845:20261114;;8082;-1;Rennes;;2026-08-25 06:58:00;2026-08-25 09:01:09;2026-08-25 09:05:34;;10
