trip_id;numero_train;destination;stop_sequence;gare;arrival_time;departure_time;derniere_maj;heure_detection_fin_trajet;arrival_delay_min;departure_delay_min
OCESN8300F1187_F:OUI:FR:Line::B5CF3630-53A0-4E1C-BF67-9B0EC6B69C5E::87571000:87391003:4:727:20261211;;8300;-1;Paris Montparnasse Hall 1 - 2;2026-09-08 07:37:00;;2026-09-08 07:40:44;2026-09-08 07:45:47;10;
OCESN8860F1187_F:OUI:FR:Line::62C16406-4390-4C30-B97A-94317527CF00::87481002:87391003:5:737:20261203;;8860;-1;Nantes;;2026-09-08 05:08:00;2026-09-08 07:45:49;2026-09-08 07:50:45;;0
OCESN8860F1187_F:OUI:FR:Line::62C16406-4390-4C30-B97A-94317527CF00::87481002:87391003:5:737:20261203;;8860;-1;Angers Saint-Laud;2026-09-08 05:45:00;2026-09-08 05:48:00;2026-09-08 07:45:49;2026-09-08 07:50:45;0;0
OCESN8860F1187_F:OUI:FR:Line::62C16406-4390-4C30-B97A-94317527CF00::87481002:87391003:5:737:20261203;;8860;-1;Sablé-sur-Sarthe;2026-09-08 06:08:00;2026-09-08 06:11:00;2026-09-08 07:45:49;2026-09-08 07:50:45;0;0
OCESN8860F1187_F:OUI:FR:Line::62C16406-4390-4C30-B97A-94317527CF00::87481002:87391003:5:737:20261203;;8860;-1;Le Mans;2026-09-08 06:31:00;2026-09-08 06:34:00;2026-09-08 07:45:49;2026-09-08 07:50:45;0;0
OCESN8860F1187_F:OUI:FR:Line::62C16406-4390-4C30-B97A-94317527CF00::87481002:87391003:5:737:20261203;;8860;-1;Paris Montparnasse Hall 1 - 2;2026-09-08 07:42:00;;2026-09-08 07:45:49;2026-09-08 07:50:45;5;
