collecte_horodatage;trip_id;stop_id_rt;arrival_time;arrival_delay_sec;departure_time;departure_delay_sec;trip_route_id;trip_service_id;trip_trip_id;trip_trip_headsign;trip_direction_id;trip_block_id;trip_shape_id;route_route_id;route_agency_id;route_route_short_name;route_route_long_name;route_route_desc;route_route_type;route_route_url;route_route_color;route_route_text_color;stop_stop_id;stop_stop_name;stop_stop_desc;stop_stop_lat;stop_stop_lon;stop_zone_id;stop_stop_url;stop_location_type;stop_parent_station
2026-07-30 11:51:50;OCESN9810F1187_F:OUI:FR:Line::A6C76228-9224-4C48-8B92-80FC80F093E2::88140010:87751008:9:1224:20260805;StopPoint:OCETGV INOUI-87313882;2026-07-30 07:54:00;300;2026-07-30 07:57:00;300;FR:Line::A6C76228-9224-4C48-8B92-80FC80F093E2:;009198;OCESN9810F1187_F:OUI:FR:Line::A6C76228-9224-4C48-8B92-80FC80F093E2::88140010:87751008:9:1224:20260805;9810;0;48327;;FR:Line::A6C76228-9224-4C48-8B92-80FC80F093E2:;1187;001B;Lille - Mediterranee TGV;;2;;;;StopPoint:OCETGV INOUI-87313882;TGV Haute Picardie;;49.85917200;2.831619000;;;0;StopArea:OCE87313882
2026-07-30 11:51:50;OCESN9810F1187_F:OUI:FR:Line::A6C76228-9224-4C48-8B92-80FC80F093E2::88140010:87751008:9:1224:20260805;StopPoint:OCETGV INOUI-87271494;2026-07-30 08:25:00;300;2026-07-30 08:32:00;300;FR:Line::A6C76228-9224-4C48-8B92-80FC80F093E2:;009198;OCESN9810F1187_F:OUI:FR:Line::A6C76228-9224-4C48-8B92-80FC80F093E2::88140010:87751008:9:1224:20260805;9810;0;48327;;FR:Line::A6C76228-9224-4C48-8B92-80FC80F093E2:;1187;001B;Lille - Mediterranee TGV;;2;;;;StopPoint:OCETGV INOUI-87271494;Aéroport Charles de Gaulle 2 TGV;;49.00361800;2.570812000;;;0;StopArea:OCE87271494
2026-07-30 11:51:50;OCESN9243F1187_F:OUI:FR:Line::2FFF7F96-0EBC-4AA1-B417-38EBD492057E::87686006:83016451:7:1353:20261206;StopPoint:OCETGV INOUI-87741009;2026-07-30 09:41:00;300;2026-07-30 09:59:00;900;FR:Line::2FFF7F96-0EBC-4AA1-B417-38EBD492057E:;008924;OCESN9243F1187_F:OUI:FR:Line::2FFF7F96-0EBC-4AA1-B417-38EBD492057E::87686006:83016451:7:1353:20261206;9243;0;47216;;FR:Line::2FFF7F96-0EBC-4AA1-B417-38EBD492057E:;1187;641A;Paris Milan;;2;;;;StopPoint:OCETGV INOUI-87741009;Chambéry - Challes-les-Eaux;;45.57130200;5.919547000;;;0;StopArea:OCE87741009
2026-07-30 11:51:50;OCESN9243F1187_F:OUI:FR:Line::2FFF7F96-0EBC-4AA1-B417-38EBD492057E::87686006:83016451:7:1353:20261206;StopPoint:OCETGV INOUI-87742007;2026-07-30 11:01:00;900;2026-07-30 11:05:00;600;FR:Line::2FFF7F96-0EBC-4AA1-B417-38EBD492057E:;008924;OCESN9243F1187_F:OUI:FR:Line::2FFF7F96-0EBC-4AA1-B417-38EBD492057E::87686006:83016451:7:1353:20261206;9243;0;47216;;FR:Line::2FFF7F96-0EBC-4AA1-B417-38EBD492057E:;1187;641A;Paris Milan;;2;;;;StopPoint:OCETGV INOUI-87742007;Modane;;45.19355500;6.659139000;;;0;StopArea:OCE87742007
2026-07-30 11:51:50;OCESN9243F1187_F:OUI:FR:Line::2FFF7F96-0EBC-4AA1-B417-38EBD492057E::87686006:83016451:7:1353:20261206;StopPoint:OCETGV INOUI-83002048;2026-07-30 11:31:00;600;2026-07-30 11:33:00;600;FR:Line::2FFF7F96-0EBC-4AA1-B417-38EBD492057E:;008924;OCESN9243F1187_F:OUI:FR:Line::2FFF7F96-0EBC-4AA1-B417-38EBD492057E::87686006:83016451:7:1353:20261206;9243;0;47216;;FR:Line::2FFF7F96-0EBC-4AA1-B417-38EBD492057E:;1187;641A;Paris Milan;;2;;;;StopPoint:OCETGV INOUI-83002048;OULX CESANA CLAVIERE SESTRIERE;;45.03879500;6.831431000;;;0;StopArea:OCE83002048
2026-07-30 11:51:50;OCESN9243F1187_F:OUI:FR:Line::2FFF7F96-0EBC-4AA1-B417-38EBD492057E::87686006:83016451:7:1353:20261206;StopPoint:OCETGV INOUI-83000356;2026-07-30 12:33:00;600;2026-07-30 12:35:00;600;FR:Line::2FFF7F96-0EBC-4AA1-B417-38EBD492057E:;008924;OCESN9243F1187_F:OUI:FR:Line::2FFF7F96-0EBC-4AA1-B417-38EBD492057E::87686006:83016451:7:1353:20261206;9243;0;47216;;FR:Line::2FFF7F96-0EBC-4AA1-B417-38EBD492057E:;1187;641A;Paris Milan;;2;;;;StopPoint:OCETGV INOUI-83000356;Turin Porta Susa;;45.07411800;7.666675000;;;0;StopArea:OCE83000356
2026-07-30 11:51:50;OCESN12181F1187_F:OUI:FR:Line::4FA25873-A63A-4A2D-B62F-EF950E45D8A9::87212027:87773002:10:1252:20261115;StopPoint:OCETGV INOUI-87725002;2026-07-30 11:54:00;7200;2026-07-30 11:57:00;7200;FR:Line::4FA25873-A63A-4A2D-B62F-EF950E45D8A9:;000212;OCESN12181F1187_F:OUI:FR:Line::4FA25873-A63A-4A2D-B62F-EF950E45D8A9::87212027:87773002:10:1252:20261115;12181;1;334;;FR:Line::4FA25873-A63A-4A2D-B62F-EF950E45D8A9:;1187;071B;Lux/Alsace/Loraine - LR;;2;;;;StopPoint:OCETGV INOUI-87725002;Chalon-sur-Saône;;46.78162200;4.843479000;;;0;StopArea:OCE87725002
2026-07-30 11:51:50;OCESN12181F1187_F:OUI:FR:Line::4FA25873-A63A-4A2D-B62F-EF950E45D8A9::87212027:87773002:10:1252:20261115;StopPoint:OCETGV INOUI-87723197;2026-07-30 12:59:00;7200;2026-07-30 13:05:00;7200;FR:Line::4FA25873-A63A-4A2D-B62F-EF950E45D8A9:;000212;OCESN12181F1187_F:OUI:FR:Line::4FA25873-A63A-4A2D-B62F-EF950E45D8A9::87212027:87773002:10:1252:20261115;12181;1;334;;FR:Line::4FA25873-A63A-4A2D-B62F-EF950E45D8A9:;1187;071B;Lux/Alsace/Loraine - LR;;2;;;;StopPoint:OCETGV INOUI-87723197;Lyon Part Dieu;;45.76059600;4.859409000;;;0;StopArea:OCE87723197
2026-07-30 11:51:50;OCESN12181F1187_F:OUI:FR:Line::4FA25873-A63A-4A2D-B62F-EF950E45D8A9::87212027:87773002:10:1252:20261115;StopPoint:OCETGV INOUI-87775007;2026-07-30 14:22:00;7200;2026-07-30 14:25:00;7200;FR:Line::4FA25873-A63A-4A2D-B62F-EF950E45D8A9:;000212;OCESN12181F1187_F:OUI:FR:Line::4FA25873-A63A-4A2D-B62F-EF950E45D8A9::87212027:87773002:10:1252:20261115;12181;1;334;;FR:Line::4FA25873-A63A-4A2D-B62F-EF950E45D8A9:;1187;071B;Lux/Alsace/Loraine - LR;;2;;;;StopPoint:OCETGV INOUI-87775007;Nîmes Centre;;43.83231300;4.365872000;;;0;StopArea:OCE87775007
2026-07-30 11:51:50;OCESN12181F1187_F:OUI:FR:Line::4FA25873-A63A-4A2D-B62F-EF950E45D8A9::87212027:87773002:10:1252:20261115;StopPoint:OCETGV INOUI-87773002;2026-07-30 14:52:00;7200;;;FR:Line::4FA25873-A63A-4A2D-B62F-EF950E45D8A9:;000212;OCESN12181F1187_F:OUI:FR:Line::4FA25873-A63A-4A2D-B62F-EF950E45D8A9::87212027:87773002:10:1252:20261115;12181;1;334;;FR:Line::4FA25873-A63A-4A2D-B62F-EF950E45D8A9:;1187;071B;Lux/Alsace/Loraine - LR;;2;;;;StopPoint:OCETGV INOUI-87773002;Montpellier Saint-Roch;;43.60473800;3.880674000;;;0;StopArea:OCE87773002
2026-07-30 11:51:50;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;StopPoint:OCETGV INOUI-87755009;2026-07-30 08:52:00;300;2026-07-30 08:55:00;300;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;000176;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;12176;1;274;;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;1187;071A;Lux/Alsace/Loraine - Paca;;2;;;;StopPoint:OCETGV INOUI-87755009;Toulon;;43.12835300;5.929404000;;;0;StopArea:OCE87755009
2026-07-30 11:51:50;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;StopPoint:OCETGV INOUI-87751008;2026-07-30 09:36:00;300;2026-07-30 09:50:00;300;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;000176;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;12176;1;274;;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;1187;071A;Lux/Alsace/Loraine - Paca;;2;;;;StopPoint:OCETGV INOUI-87751008;Marseille Saint-Charles;;43.30266600;5.380407000;;;0;StopArea:OCE87751008
2026-07-30 11:51:50;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;StopPoint:OCETGV INOUI-87319012;2026-07-30 10:01:00;300;2026-07-30 10:04:00;300;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;000176;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;12176;1;274;;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;1187;071A;Lux/Alsace/Loraine - Paca;;2;;;;StopPoint:OCETGV INOUI-87319012;Aix-en-Provence TGV;;43.45523700;5.317534000;;;0;StopArea:OCE87319012
2026-07-30 11:51:50;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;StopPoint:OCETGV INOUI-87318964;2026-07-30 10:24:00;300;2026-07-30 10:27:00;300;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;000176;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;12176;1;274;;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;1187;071A;Lux/Alsace/Loraine - Paca;;2;;;;StopPoint:OCETGV INOUI-87318964;Avignon TGV;;43.92194000;4.786136000;;;0;StopArea:OCE87318964
2026-07-30 11:51:50;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;StopPoint:OCETGV INOUI-87723197;2026-07-30 11:33:00;300;2026-07-30 11:43:00;300;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;000176;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;12176;1;274;;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;1187;071A;Lux/Alsace/Loraine - Paca;;2;;;;StopPoint:OCETGV INOUI-87723197;Lyon Part Dieu;;45.76059600;4.859409000;;;0;StopArea:OCE87723197
2026-07-30 11:51:50;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;StopPoint:OCETGV INOUI-87725689;2026-07-30 12:19:00;300;2026-07-30 12:22:00;300;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;000176;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;12176;1;274;;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;1187;071A;Lux/Alsace/Loraine - Paca;;2;;;;StopPoint:OCETGV INOUI-87725689;Mâcon;;46.30257200;4.824887000;;;0;StopArea:OCE87725689
2026-07-30 11:51:50;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;StopPoint:OCETGV INOUI-87713545;2026-07-30 13:08:00;300;2026-07-30 13:11:00;300;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;000176;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;12176;1;274;;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;1187;071A;Lux/Alsace/Loraine - Paca;;2;;;;StopPoint:OCETGV INOUI-87713545;Beaune;;47.02301400;4.848423000;;;0;StopArea:OCE87713545
2026-07-30 11:51:50;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;StopPoint:OCETGV INOUI-87713040;2026-07-30 13:31:00;300;2026-07-30 13:43:00;300;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;000176;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;12176;1;274;;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;1187;071A;Lux/Alsace/Loraine - Paca;;2;;;;StopPoint:OCETGV INOUI-87713040;Dijon;;47.32341100;5.027256000;;;0;StopArea:OCE87713040
2026-07-30 11:51:50;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;StopPoint:OCETGV INOUI-87300863;2026-07-30 14:10:00;300;2026-07-30 14:13:00;300;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;000176;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;12176;1;274;;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;1187;071A;Lux/Alsace/Loraine - Paca;;2;;;;StopPoint:OCETGV INOUI-87300863;Besançon Franche-Comté TGV;;47.30721500;5.953613000;;;0;StopArea:OCE87300863
2026-07-30 11:51:50;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;StopPoint:OCETGV INOUI-87300822;2026-07-30 14:34:00;300;2026-07-30 14:36:00;300;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;000176;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;12176;1;274;;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;1187;071A;Lux/Alsace/Loraine - Paca;;2;;;;StopPoint:OCETGV INOUI-87300822;Belfort - Montbéliard TGV;;47.58510500;6.897984000;;;0;StopArea:OCE87300822
2026-07-30 11:51:50;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;StopPoint:OCETGV INOUI-87182063;2026-07-30 14:58:00;300;2026-07-30 15:02:00;300;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;000176;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;12176;1;274;;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;1187;071A;Lux/Alsace/Loraine - Paca;;2;;;;StopPoint:OCETGV INOUI-87182063;Mulhouse;;47.74269100;7.343160000;;;0;StopArea:OCE87182063
2026-07-30 11:51:50;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;StopPoint:OCETGV INOUI-87182014;2026-07-30 15:29:00;300;2026-07-30 15:32:00;300;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;000176;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;12176;1;274;;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;1187;071A;Lux/Alsace/Loraine - Paca;;2;;;;StopPoint:OCETGV INOUI-87182014;Colmar;;48.07352700;7.347756000;;;0;StopArea:OCE87182014
2026-07-30 11:51:50;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;StopPoint:OCETGV INOUI-87212027;2026-07-30 15:59:00;300;;;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;000176;OCESN12176F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87212027:18:1554:20261124;12176;1;274;;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;1187;071A;Lux/Alsace/Loraine - Paca;;2;;;;StopPoint:OCETGV INOUI-87212027;Strasbourg;;48.58511000;7.733882000;;;0;StopArea:OCE87212027
2026-07-30 11:51:50;OCESN5516F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87141002:19:1702:20261212;StopPoint:OCETGV INOUI-87755009;2026-07-30 08:52:00;300;2026-07-30 08:55:00;300;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;003034;OCESN5516F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87141002:19:1702:20261212;5516;1;12114;;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;1187;071A;Lux/Alsace/Loraine - Paca;;2;;;;StopPoint:OCETGV INOUI-87755009;Toulon;;43.12835300;5.929404000;;;0;StopArea:OCE87755009
2026-07-30 11:51:50;OCESN5516F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87141002:19:1702:20261212;StopPoint:OCETGV INOUI-87751008;2026-07-30 09:36:00;300;2026-07-30 09:50:00;300;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;003034;OCESN5516F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87141002:19:1702:20261212;5516;1;12114;;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;1187;071A;Lux/Alsace/Loraine - Paca;;2;;;;StopPoint:OCETGV INOUI-87751008;Marseille Saint-Charles;;43.30266600;5.380407000;;;0;StopArea:OCE87751008
2026-07-30 11:51:50;OCESN5516F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87141002:19:1702:20261212;StopPoint:OCETGV INOUI-87319012;2026-07-30 10:01:00;300;2026-07-30 10:04:00;300;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;003034;OCESN5516F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87141002:19:1702:20261212;5516;1;12114;;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;1187;071A;Lux/Alsace/Loraine - Paca;;2;;;;StopPoint:OCETGV INOUI-87319012;Aix-en-Provence TGV;;43.45523700;5.317534000;;;0;StopArea:OCE87319012
2026-07-30 11:51:50;OCESN5516F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87141002:19:1702:20261212;StopPoint:OCETGV INOUI-87318964;2026-07-30 10:24:00;300;2026-07-30 10:27:00;300;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;003034;OCESN5516F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87141002:19:1702:20261212;5516;1;12114;;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;1187;071A;Lux/Alsace/Loraine - Paca;;2;;;;StopPoint:OCETGV INOUI-87318964;Avignon TGV;;43.92194000;4.786136000;;;0;StopArea:OCE87318964
2026-07-30 11:51:50;OCESN5516F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87141002:19:1702:20261212;StopPoint:OCETGV INOUI-87723197;2026-07-30 11:33:00;300;2026-07-30 11:43:00;300;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;003034;OCESN5516F1187_F:OUI:FR:Line::19ea029b-6782-421a-8481-7470f5718e47::87756056:87141002:19:1702:20261212;5516;1;12114;;FR:Line::19ea029b-6782-421a-8481-7470f5718e47:;1187;071A;Lux/Alsace/Loraine - Paca;;2;;;;StopPoint:OCETGV INOUI-87723197;Lyon Part Dieu;;45.76059600;4.859409000;;;0;StopArea:OCE87723197
